,task_id,pretty_formula,spacegroup.symbol,spacegroup.crystal_system,e_above_hull,structure.lattice.volume,density,band_gap,final_energy,oxidation_states,coordination_number
710,mp-1066577,NpPt,Cmcm,orthorhombic,0,89.28155195,16.07257818,0,-39.85966598,"[0, 0]",7
711,mp-10109,NpS,Fm-3m,cubic,0,42.20116883,10.58721728,0,-19.81735707,"[0, 0]",6
712,mp-20969,NpSb,Fm-3m,cubic,0,60.46425028,9.852681424,0,-17.5170099,"[3, -3]",6
713,mp-627,NpSe,Fm-3m,cubic,0,48.97946074,10.71191711,0,-18.56916259,"[0, 0]",6
714,mp-19937,NpSi,Cmcm,orthorhombic,0.034111418,165.1292246,10.66279648,0,-74.84123615,"[4, -4]",9
715,mp-807,NpTe,Fm-3m,cubic,0.041211101,60.16707796,10.06252197,0,-17.25096795,"[0, 0]",6
716,mp-1009540,OsC,F-43m,cubic,0.718271895,24.53179762,13.689522,0.1701,-19.01756048,"[2, -2]",4
717,mp-999317,OsN,Pmn2_1,orthorhombic,0.227991674,44.33296177,15.29981331,0,-37.44764658,"[3, -3]",10
718,mp-1064459,PBr,Pm-3m,cubic,1.335005782,40.61570614,4.533144267,0,-4.89694691,"[0, 0]",0
719,mp-1179841,PPb,P2_1/c,monoclinic,0.143478011,412.4108209,7.671900277,0,-70.7468428,"[2, -2]",5
720,mp-12636,PRu,Pnma,orthorhombic,0,109.4653267,8.012174518,0,-63.25174324,"[3, -3]",8
721,mp-612,PS,C2/c,monoclinic,0.020059026,492.808773,1.699293239,2.5182,-78.59594045,"[2, -2]",3
722,mp-28885,PSe,P2_1/c,monoclinic,0,1056.184894,2.765414391,2.2456,-145.0118084,"[0, 0]",3
723,mp-2420,PW,Pnma,orthorhombic,0,117.9017937,12.10182246,0,-76.43771826,"[3, -3]",8
724,mp-15694,PaAs,Fm-3m,cubic,0,48.68737956,10.43503168,0,-16.26651113,"[3, -3]",6
725,mp-567580,PaC,Fm-3m,cubic,0,32.6646246,12.35551751,0,-19.62712023,"[4, -4]",6
726,mp-1009545,PaN,Fm-3m,cubic,0,30.42531276,13.37382397,0,-21.10860276,"[3, -3]",6
727,mp-2735,PaO,Fm-3m,cubic,0.25007575,30.10009982,13.62825159,0,-19.32420602,"[0, 0]",6
728,mp-19921,PbO,P4/nmm,tetragonal,0.001097952,87.50848722,8.47075147,1.7743,-21.81913027,"[2, -2]",4
729,mp-21276,PbS,Fm-3m,cubic,0,54.17422905,7.333909255,0.9926,-8.91509284,"[2, -2]",6
730,mp-2201,PbSe,Fm-3m,cubic,0,60.25371049,7.886316966,0.9081,-8.3298212,"[2, -2]",6
731,mp-1009538,PdC,F-43m,cubic,1.2134565,26.35055039,7.463176334,0,-11.97634376,"[2, -2]",4
732,mp-999293,PdN,P4_2/mmc,tetragonal,0.650162299,49.18728342,8.131095116,0,-23.65726906,"[2, -2]",4
733,mp-1336,PdO,P4_2/mmc,tetragonal,0,52.16396023,7.793970984,0,-22.04094958,"[2, -2]",4
734,mp-20250,PdS,P4_2/m,tetragonal,0,284.6751899,6.46237567,0.0063,-80.16971211,"[2, -2]",5
735,mp-21165,PdSe,P4_2/m,tetragonal,0,329.4821753,7.474291607,0,-74.59715099,"[2, -2]",5
736,mp-569593,PmMg,Pm-3m,cubic,0,57.60896995,4.880100563,0,-6.56116217,"[0, 0]",0
737,mp-1018160,PmN,Fm-3m,cubic,0,33.44990595,7.893500138,0,-15.94809389,"[3, -3]",6
738,mp-2525,PrAg,Pm-3m,cubic,0,54.7171037,7.549778585,0,-8.10200002,"[0, 0]",0
739,mp-568417,PrAl,Cmcm,orthorhombic,0,207.0828757,5.385023856,0,-37.19770239,"[0, 0]",7
740,mp-10622,PrAs,Fm-3m,cubic,0,56.57718978,6.334582943,0,-12.42232171,"[3, -3]",6
741,mp-1079915,PrAu,Pnma,orthorhombic,0,217.3382813,10.32590001,0,-38.56882993,"[0, 0]",7
742,mp-23171,PrBi,Fm-3m,cubic,0,70.74688269,8.212415217,0,-10.57500598,"[0, 0]",6
743,mp-646,PrCd,Pm-3m,cubic,0,58.65221326,7.171860894,0,-6.33844384,"[0, 0]",0
744,mp-1079091,PrCu,Pnma,orthorhombic,0,193.5621963,7.015900409,0,-36.7345366,"[0, 0]",11
745,mp-11404,PrGa,Cmcm,orthorhombic,0,108.4883537,6.447888847,0,-17.93466542,"[0, 0]",11
746,mp-511,PrGe,Cmcm,orthorhombic,0,104.1662876,6.808425715,0,-22.14502745,"[0, 0]",7
747,mp-11469,PrHg,Pm-3m,cubic,0,57.96761247,9.782534847,0,-6.03321982,"[0, 0]",0
748,mp-20023,PrIn,Pm-3m,cubic,0,59.39423002,7.149556986,0,-8.50777517,"[0, 0]",0
749,mp-1548,PrMg,Pm-3m,cubic,0,59.86333416,4.582806211,0,-6.60651262,"[0, 0]",0
750,mp-343,PrN,Fm-3m,cubic,0,35.58213735,7.229507537,0.4125,-15.6793931,"[3, -3]",6
751,mp-11799,PrNi,Cmcm,orthorhombic,0,89.46208795,7.409738558,0,-22.29090454,"[0, 0]",11
752,mp-11344,PrO,Fm-3m,cubic,0.066282671,33.20755939,7.846113691,0,-15.1344603,"[0, 0]",6
753,mp-601,PrP,Fm-3m,cubic,0,52.63270718,5.422783944,0,-13.21474092,"[3, -3]",6
754,mp-999291,PrPd,Cmcm,orthorhombic,0,100.9915177,8.133301376,0,-23.08423592,"[0, 0]",7
755,mp-1078557,PrPt,Pnma,orthorhombic,0,198.3949868,11.24881772,0,-52.29816999,"[0, 0]",7
756,mp-999305,PrRh,Cmcm,orthorhombic,0,94.67643547,8.552524364,0,-26.88152204,"[0, 0]",7
757,mp-2495,PrS,Fm-3m,cubic,0,48.97141596,5.865214169,0,-12.94864554,"[0, 0]",6
758,mp-1785,PrSb,Fm-3m,cubic,0,67.03012885,6.507072294,0,-11.28032989,"[3, -3]",6
759,mp-1674,PrSe,Fm-3m,cubic,0,54.94101783,6.645286832,0,-11.94955573,"[0, 0]",6
760,mp-9968,PrSi,Pnma,orthorhombic,0,197.6386357,5.679450813,0,-46.75606279,"[4, -4]",7
761,mp-2532,PrTe,Fm-3m,cubic,0,66.01726544,6.753800533,0,-10.7995575,"[0, 0]",6
762,mp-12599,PrTl,Pm-3m,cubic,0,61.23482428,9.363448308,0,-7.93138344,"[0, 0]",0
763,mp-460,PrZn,Pm-3m,cubic,0,51.27502886,6.681553673,0,-6.65307059,"[0, 0]",0
764,mp-1018164,PtC,F-43m,cubic,0.91017879,26.44816924,13.00236839,0,-13.47731995,"[2, -2]",4
765,mp-13174,PtN,F-43m,cubic,0.945132864,27.32869317,12.70471565,0,-12.13311417,"[2, -2]",4
766,mp-7947,PtO,P4_2/mmc,tetragonal,0.13909914,53.46450235,13.11196089,0,-23.00141886,"[2, -2]",4
767,mp-1066274,PtPb,P6_3/mmc,hexagonal,0,93.02386328,14.36208462,0,-20.48814017,"[2, -2]",8
768,mp-288,PtS,P4_2/mmc,tetragonal,0,76.46999127,9.865040708,0.4714,-22.0375486,"[2, -2]",4
769,mp-2548,PuAs,Fm-3m,cubic,0,50.40343389,10.50685906,0,-21.04896863,"[3, -3]",6
770,mp-2765,PuB,Fm-3m,cubic,0.81770127,34.36871512,12.31130168,0,-19.94322338,"[3, -3]",6
771,mp-22879,PuBi,Fm-3m,cubic,0.023329554,66.74494058,11.26964297,0,-18.86813737,"[0, 0]",6
772,mp-280,PuC,Fm-3m,cubic,0.117195662,31.05921458,13.6872672,0,-23.33309838,"[4, -4]",6
773,mp-581747,PuGa,I4/mmm,tetragonal,0.682545299,156.0715687,13.35154896,0,-66.21793475,"[0, 0]",5
774,mp-21468,PuIn,P4/mmm,tetragonal,0,51.26457478,11.62267139,0,-17.44069085,"[0, 0]",12
775,mp-1719,PuN,Fm-3m,cubic,0,30.1638814,14.20341763,0,-25.17560168,"[3, -3]",6
776,mp-12751,PuNi,Cmcm,orthorhombic,0.02817,77.3331467,12.99919213,0,-40.63083795,"[0, 0]",11
777,mp-806,PuO,Fm-3m,cubic,0.094948568,30.77913495,14.02700764,0,-24.131248,"[0, 0]",6
778,mp-926,PuP,Fm-3m,cubic,0,45.43294918,10.0500778,0,-22.06845357,"[3, -3]",6
779,mp-22140,PuPd,Imma,orthorhombic,0.313867099,70.13967715,16.59220924,0,-39.36086555,"[0, 0]",7
780,mp-1065793,PuPt,Cmcm,orthorhombic,0.75046914,86.59507522,16.83966747,0,-40.22681738,"[0, 0]",7
781,mp-11555,PuRu,Pm-3m,cubic,0.508422245,35.02920882,16.35784064,0,-22.52537041,"[0, 0]",0
782,mp-2086,PuS,Fm-3m,cubic,0.85188476,44.27751698,10.35326162,0,-19.58495493,"[0, 0]",6
783,mp-2566,PuSb,Fm-3m,cubic,0,61.5843539,9.862225234,0,-19.66485333,"[3, -3]",6
784,mp-2288,PuSe,Fm-3m,cubic,0,50.90422479,10.53522962,0,-20.85649696,"[0, 0]",6
785,mp-20713,PuSi,Pnma,orthorhombic,0.865118753,175.809326,10.27951389,0,-74.86673795,"[4, -4]",7
786,mp-1556,PuTe,Fm-3m,cubic,0,62.44075164,9.882269206,0,-19.63806714,"[0, 0]",6
787,mp-10802,RbAs,P2_12_12_1,orthorhombic,0,586.028772,3.635765031,1.0462,-51.87489428,[],11
788,mp-30373,RbAu,Pm-3m,cubic,0,74.1955325,6.32104505,0.7183,-4.79730376,"[0, 0]",0
789,mp-1061023,RbB,Fm-3m,cubic,2.172313857,74.25553316,2.153034284,0,-3.315297,"[0, 0]",6
790,mp-31105,RbBi,P2_1/c,monoclinic,0,1516.714835,5.157913436,0.3793,-88.85518377,"[0, 0]",12
791,mp-22867,RbBr,Fm-3m,cubic,0,86.78052839,3.164377303,4.3724,-6.14063053,[],6
792,mp-10821,RbC,Pnma,orthorhombic,0.341199574,448.2522168,2.888853219,3.5449,-76.5809355,"[0, 0]",7
793,mp-23295,RbCl,Fm-3m,cubic,0,75.14793307,2.671979177,5.0162,-6.70479025,[],6
794,mp-11718,RbF,Fm-3m,cubic,0,47.25312347,3.671084551,5.6523,-8.17908999,[],6
795,mp-1199056,RbGe,I4_1/acd,tetragonal,0,1138.657127,3.689176275,0.9153,-95.34474286,"[0, 0]",12
796,mp-24721,RbH,Fm-3m,cubic,0,55.00517316,2.610597083,3.2017,-4.66761821,[],6
797,mp-22903,RbI,Fm-3m,cubic,0,104.9570859,3.359968009,3.9541,-5.51720219,[],6
798,mp-1066707,RbN,Pmmn,orthorhombic,1.513108835,115.5475084,2.859106105,0,-12.95905687,"[0, 0]",6
799,mp-1179688,RbP,C2/m,monoclinic,0.988177741,87.27781411,2.215405652,0,-5.13843829,"[0, 0]",6
